"Year...Month","Event","Deaths","Injured","Houses.Destroyed","Houses.Damaged","Directly.affected","Indirectly.Affected","Country","Category","Country_ID","Category_ID"
"1751/01","OTHER",2,34,7,27,189,306,"Venezuela","Other",7,9
"1751/06","OTHER",2,34,7,27,189,306,"Venezuela","Other",7,9
"1757/02","RAIN",2,34,7,27,189,306,"Venezuela","Natural - Meteorological",7,8
"1759/00","EPIDEMIC",2,34,7,27,189,306,"Venezuela","Biological - Epidemics",7,1
"1762/00","EPIDEMIC",2,34,7,27,189,306,"Venezuela","Biological - Epidemics",7,1
"1763/00","EPIDEMIC",1000,34,7,27,189,306,"Venezuela","Biological - Epidemics",7,1
"1764/00","EPIDEMIC",10000,34,7,27,189,306,"Venezuela","Biological - Epidemics",7,1
"1764/00","OTHER",2,34,7,27,189,306,"Venezuela","Other",7,9
"1766/01","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1775/00","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1781/00","RAIN",2,34,7,27,189,306,"Venezuela","Natural - Meteorological",7,8
"1786/00","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1794/00","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1799/11","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1800/03","SURGE",2,34,7,27,189,306,"Venezuela","Natural - Hydrological",7,7
"1801/07","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1802/05","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1802/08","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1812/00","RAIN",2,34,7,27,189,306,"Venezuela","Natural - Meteorological",7,8
"1812/03","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1812/03","RAIN",2,34,7,27,189,306,"Venezuela","Natural - Meteorological",7,8
"1812/04","RAIN",2,34,7,27,189,306,"Venezuela","Natural - Meteorological",7,8
"1823/03","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1830/04","RAIN",2,34,7,27,189,306,"Venezuela","Natural - Meteorological",7,8
"1834/08","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1837/09","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1839/04","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1842/04","RAIN",2,34,7,27,189,306,"Venezuela","Natural - Meteorological",7,8
"1847/00","RAIN",2,34,7,27,189,306,"Venezuela","Natural - Meteorological",7,8
"1849/02","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1853/07","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1865/00","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1865/11","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1874/08","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1875/06","STRONGWIND",2,34,7,27,189,306,"Venezuela","Natural - Meteorological",7,8
"1878/04","EARTHQUAKE",100,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1879/03","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1888/01","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1888/11","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1894/04","EARTHQUAKE",319,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1900/10","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1903/02","ACCIDENT",2,34,7,27,189,306,"Venezuela","Man-made - Transportation",7,5
"1904/06","ACCIDENT",2,34,7,27,189,306,"Venezuela","Man-made - Transportation",7,5
"1904/07","ACCIDENT",2,34,7,27,189,306,"Venezuela","Man-made - Transportation",7,5
"1905/05","EARTHQUAKE",2,34,100,100,189,306,"Venezuela","Natural - Geological",7,6
"1905/12","ACCIDENT",2,34,7,27,189,306,"Venezuela","Man-made - Transportation",7,5
"1906/04","ACCIDENT",2,34,7,27,189,306,"Venezuela","Man-made - Transportation",7,5
"1912/10","ACCIDENT",2,34,7,27,189,306,"Venezuela","Man-made - Transportation",7,5
"1919/03","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1929/01","EARTHQUAKE",50,800,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1931/08","ACCIDENT",102,34,7,27,189,306,"Venezuela","Man-made - Transportation",7,5
"1932/03","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1942/10","EARTHQUAKE",2,34,22,27,189,306,"Venezuela","Natural - Geological",7,6
"1945/10","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1949/11","LANDSLIDE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1950/08","EARTHQUAKE",2,34,250,700,189,306,"Venezuela","Natural - Geological",7,6
"1950/12","ACCIDENT",29,34,7,27,189,306,"Venezuela","Man-made - Transportation",7,5
"1951/01","ACCIDENT",1,34,7,27,189,306,"Venezuela","Man-made - Transportation",7,5
"1951/02","FLOOD",30,34,7,27,189,306,"Venezuela","Natural - Hydrological",7,7
"1951/02","LANDSLIDE",1,12,5,5,18,18,"Venezuela","Natural - Geological",7,6
"1951/02","RAIN",2,5,1,4,4,306,"Venezuela","Natural - Meteorological",7,8
"1957/04","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1957/07","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1957/10","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1958/00","ALLUVION",74,34,7,27,189,306,"Venezuela","Other",7,9
"1960/04","ACCIDENT",14,34,7,27,189,306,"Venezuela","Man-made - Transportation",7,5
"1964/04","LANDSLIDE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1964/08","LANDSLIDE",34,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1965/07","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1966/09","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1967/07","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1968/09","EARTHQUAKE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1969/03","ACCIDENT",2,34,7,27,189,306,"Venezuela","Man-made - Transportation",7,5
"1970/00","LANDSLIDE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1970/01","EPIDEMIC",16,34,7,27,189,306,"Venezuela","Biological - Epidemics",7,1
"1970/01","FIRE",2,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1970/02","FIRE",1,34,1,1,189,23,"Venezuela","Man-made - Fire and Explosions",7,3
"1970/02","FOG",2,34,7,27,189,306,"Venezuela","Natural - Meteorological",7,8
"1970/02","POLLUTION",2,34,7,27,189,306,"Venezuela","Man-made - Pollution",7,4
"1970/03","EPIDEMIC",2,34,7,27,189,306,"Venezuela","Biological - Epidemics",7,1
"1970/03","FIRE",2,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1970/03","LANDSLIDE",6,34,70,27,307,306,"Venezuela","Natural - Geological",7,6
"1970/04","FIRE",2,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1970/04","FLOOD",1,34,7,27,189,306,"Venezuela","Natural - Hydrological",7,7
"1970/04","FORESTFIRE",2,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1970/04","LANDSLIDE",2,34,1,27,189,306,"Venezuela","Natural - Geological",7,6
"1970/04","STRUCTURE",2,34,7,27,189,306,"Venezuela","Other",7,9
"1970/05","ELECTRICSTORM",1,34,7,27,189,306,"Venezuela","Natural - Meteorological",7,8
"1970/05","FIRE",1,34,7,1,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1970/05","LANDSLIDE",2,34,30,27,180,306,"Venezuela","Natural - Geological",7,6
"1970/05","POLLUTION",9,34,7,27,189,306,"Venezuela","Man-made - Pollution",7,4
"1970/06","EARTHQUAKE",2,34,7,5,189,306,"Venezuela","Natural - Geological",7,6
"1970/06","FIRE",2,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1970/06","FLOOD",2,34,7,27,189,10000,"Venezuela","Natural - Hydrological",7,7
"1970/06","LANDSLIDE",2,34,7,27,237,306,"Venezuela","Natural - Geological",7,6
"1970/07","FLOOD",12,34,100,387,2452,14,"Venezuela","Natural - Hydrological",7,7
"1970/07","LANDSLIDE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1970/07","RAIN",2,34,7,27,189,306,"Venezuela","Natural - Meteorological",7,8
"1970/08","FIRE",2,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1970/08","FLOOD",4,34,7,615,2360,306,"Venezuela","Natural - Hydrological",7,7
"1970/08","LANDSLIDE",1,34,1,1,189,306,"Venezuela","Natural - Geological",7,6
"1970/10","OTHER",2,34,7,27,189,306,"Venezuela","Other",7,9
"1970/10","STORM",2,34,2,27,189,306,"Venezuela","Natural - Meteorological",7,8
"1970/11","FLOOD",2,34,7,27,450,306,"Venezuela","Natural - Hydrological",7,7
"1970/11","LANDSLIDE",2,34,7,1,189,306,"Venezuela","Natural - Geological",7,6
"1970/12","FLOOD",1,34,31,200,1000,306,"Venezuela","Natural - Hydrological",7,7
"1970/12","LANDSLIDE",2,34,7,27,2000,306,"Venezuela","Natural - Geological",7,6
"1971/01","FIRE",2,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1971/01","FORESTFIRE",2,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1971/01","STORM",2,34,1,27,189,306,"Venezuela","Natural - Meteorological",7,8
"1971/02","FIRE",2,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1971/03","FIRE",2,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1971/03","FORESTFIRE",2,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1971/04","FIRE",2,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1971/04","FORESTFIRE",2,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1971/05","FIRE",2,34,7,27,36,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1971/05","FLOOD",2,34,7,27,189,306,"Venezuela","Natural - Hydrological",7,7
"1971/05","LANDSLIDE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
"1971/06","FIRE",2,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1971/07","FLOOD",2,34,340,27,1848,306,"Venezuela","Natural - Hydrological",7,7
"1971/07","STRONGWIND",2,34,7,27,189,306,"Venezuela","Natural - Meteorological",7,8
"1971/08","LANDSLIDE",2,34,12,27,153,306,"Venezuela","Natural - Geological",7,6
"1971/08","STRONGWIND",2,34,8,14,189,306,"Venezuela","Natural - Meteorological",7,8
"1971/09","EXPLOSION",5,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1971/09","FIRE",1,34,7,27,189,306,"Venezuela","Man-made - Fire and Explosions",7,3
"1971/09","FLOOD",4,34,7,27,4304,3000,"Venezuela","Natural - Hydrological",7,7
"1971/09","LANDSLIDE",2,34,7,27,189,306,"Venezuela","Natural - Geological",7,6
