"Year...Month","Event","Deaths","Injured","Houses.Destroyed","Houses.Damaged","Directly.affected","Indirectly.Affected","Country","Category","Country_ID","Category_ID"
"1995/06","FLOOD",2,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1995/06","POLLUTION",3,6,4,23,6398,26000,"Argentina","Man-made - Pollution",1,4
"1995/06","SNOWSTORM",3,2,4,23,230,50000,"Argentina","Natural - Meteorological",1,8
"1995/07","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1995/07","LEAK",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1995/07","POLLUTION",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1995/07","SNOWSTORM",2,6,4,200,6398,13000,"Argentina","Natural - Meteorological",1,8
"1995/08","ACCIDENT",1,2,4,23,6398,3000,"Argentina","Man-made - Transportation",1,5
"1995/08","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1995/08","FROST",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1995/08","POLLUTION",2,20,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1995/08","SNOWSTORM",5,6,4,40,160,500,"Argentina","Natural - Meteorological",1,8
"1995/08","STORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1995/09","DROUGHT",2,6,4,23,2600,3000,"Argentina","Other",1,9
"1995/09","FIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1995/09","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1995/09","POLLUTION",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1995/09","SNOWSTORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1995/09","STRONGWIND",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1995/10","FIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1995/10","STRONGWIND",2,115,48,322,6000,20000,"Argentina","Natural - Meteorological",1,8
"1995/11","DROUGHT",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1995/11","EXPLOSION",14,330,4,23,3000,43000,"Argentina","Man-made - Fire and Explosions",1,3
"1995/11","FLOOD",2,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1995/11","FORESTFIRE",1,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1995/11","POLLUTION",5,32,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1995/12","FIRE",2,2,4,23,6398,1170000,"Argentina","Man-made - Fire and Explosions",1,3
"1995/12","FLOOD",2,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1995/12","POLLUTION",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1995/12","STORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1995/12","STRONGWIND",1,6,4,300,1200,3000,"Argentina","Natural - Meteorological",1,8
"1996/01","FORESTFIRE",2,6,7,23,6398,2000,"Argentina","Man-made - Fire and Explosions",1,3
"1996/01","LEAK",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1996/01","POLLUTION",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1996/01","STORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1996/01","STRONGWIND",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1996/02","DROUGHT",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1996/02","FIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1996/02","FLOOD",2,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1996/02","FORESTFIRE",2,6,4,5,6398,30,"Argentina","Man-made - Fire and Explosions",1,3
"1996/02","STORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1996/03","ELECTRICSTORM",3,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1996/03","FLOOD",2,6,4,23,500,3000,"Argentina","Natural - Hydrological",1,7
"1996/03","POLLUTION",2,300,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1996/04","FLOOD",2,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1996/04","STRUCTURE",1,6,4,23,6398,5e+05,"Argentina","Other",1,9
"1996/05","POLLUTION",2,21,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1996/06","DROUGHT",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1996/06","FROST",25,6,4,23,760,5000,"Argentina","Natural - Meteorological",1,8
"1996/06","POLLUTION",2,70,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1996/07","EARTHQUAKE",2,6,4,23,6398,3000,"Argentina","Natural - Geological",1,6
"1996/07","POLLUTION",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1996/07","STORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1996/08","ELECTRICSTORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1996/08","FLOOD",2,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1996/08","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1996/08","FROST",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1996/08","POLLUTION",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1996/08","SNOWSTORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1996/08","STORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1996/09","FIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1996/09","FROST",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1996/09","POLLUTION",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1996/09","SNOWSTORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1996/09","STORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1996/10","EPIDEMIC",12,26,4,23,6398,20000,"Argentina","Biological - Epidemics",1,1
"1996/10","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1996/10","POLLUTION",2,6,4,2500,6398,10200,"Argentina","Man-made - Pollution",1,4
"1996/11","DROUGHT",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1996/11","EPIDEMIC",2,1000,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1996/11","FIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1996/11","FLOOD",4,15,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1996/11","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1996/11","POLLUTION",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1996/11","STORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1996/11","STRONGWIND",2,1,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1996/12","BIOLOGICAL",2,6,4,23,6398,8000,"Argentina","Biological - Epidemics",1,1
"1996/12","DROUGHT",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1996/12","EPIDEMIC",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1996/12","FIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1996/12","FLOOD",2,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1996/12","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1996/12","HEATWAVE",2,6,4,23,6398,18000,"Argentina","Natural - Meteorological",1,8
"1996/12","POLLUTION",2,650,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1996/12","STORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1997/01","BIOLOGICAL",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1997/01","DROUGHT",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1997/01","EPIDEMIC",2,11601,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1997/01","FLOOD",1,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1997/01","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1997/01","PLAGUE",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1997/01","POLLUTION",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1997/01","STORM",4,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1997/02","FLOOD",2,6,4,400,400,211600,"Argentina","Natural - Hydrological",1,7
"1997/02","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1997/02","PLAGUE",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1997/02","POLLUTION",2,6,4,23,6398,20000,"Argentina","Man-made - Pollution",1,4
"1997/02","STORM",2,30,50,23,6398,112000,"Argentina","Natural - Meteorological",1,8
"1997/02","STRONGWIND",2,1,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1997/03","EPIDEMIC",1,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1997/03","FLOOD",2,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1997/03","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1997/03","PLAGUE",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1997/03","POLLUTION",2,6,4,23,6398,134000,"Argentina","Man-made - Pollution",1,4
"1997/03","STORM",2,6,4,100,6398,3000,"Argentina","Natural - Meteorological",1,8
"1997/04","EPIDEMIC",1,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1997/04","STORM",5,3,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1997/04","STRONGWIND",2,6,4,23,6398,120,"Argentina","Natural - Meteorological",1,8
"1997/05","ACCIDENT",2,23,4,23,6398,3000,"Argentina","Man-made - Transportation",1,5
"1997/05","FLOOD",2,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1997/05","PLAGUE",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1997/05","POLLUTION",3,120,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1997/05","SNOWSTORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1997/05","STORM",2,6,4,23,6398,96000,"Argentina","Natural - Meteorological",1,8
"1997/05","STRONGWIND",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1997/06","AVALANCHE",2,6,4,23,200,3000,"Argentina","Natural - Geological",1,6
"1997/06","DROUGHT",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1997/06","EARTHQUAKE",2,1,4,23,6398,3000,"Argentina","Natural - Geological",1,6
"1997/06","FIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1997/06","FOG",3,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1997/06","FROST",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1997/06","POLLUTION",2,350,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1997/06","SNOWSTORM",5,24,4,5045,4062,20256,"Argentina","Natural - Meteorological",1,8
"1997/06","STORM",2,11,4,23,34,3000,"Argentina","Natural - Meteorological",1,8
"1997/07","ALLUVION",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1997/07","FLOOD",2,6,4,30,120,3000,"Argentina","Natural - Hydrological",1,7
"1997/07","FORESTFIRE",2,6,4,16,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1997/07","FROST",4,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1997/07","LANDSLIDE",2,6,4,23,6398,3000,"Argentina","Natural - Geological",1,6
"1997/07","POLLUTION",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1997/07","SNOWSTORM",1,6,4,23,1000,271,"Argentina","Natural - Meteorological",1,8
"1997/08","BIOLOGICAL",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1997/08","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1997/08","POLLUTION",2,30,4,23,3000,3000,"Argentina","Man-made - Pollution",1,4
"1997/08","RAIN",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1997/08","SNOWSTORM",2,6,4,23,450,3000,"Argentina","Natural - Meteorological",1,8
"1997/09","EXPLOSION",2,20,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1997/09","FLOOD",1,6,4,100,6398,3000,"Argentina","Natural - Hydrological",1,7
"1997/09","POLLUTION",2,6,4,23,6398,1e+06,"Argentina","Man-made - Pollution",1,4
"1997/10","EARTHQUAKE",2,6,4,23,6398,3000,"Argentina","Natural - Geological",1,6
"1997/10","FLOOD",1,6,82,1341,324,140300,"Argentina","Natural - Hydrological",1,7
"1997/10","HAILSTORM",2,45,1,23,320,3000,"Argentina","Natural - Meteorological",1,8
"1997/10","POLLUTION",2,6,4,23,6398,4e+05,"Argentina","Man-made - Pollution",1,4
"1997/10","STORM",2,2,500,23,6398,12000,"Argentina","Natural - Meteorological",1,8
"1997/10","STRONGWIND",2,51,84,23,6398,750,"Argentina","Natural - Meteorological",1,8
"1997/11","BIOLOGICAL",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1997/11","DROUGHT",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1997/11","FLOOD",1,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1997/11","POLLUTION",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1997/11","STORM",4,1,60,10,170,3000,"Argentina","Natural - Meteorological",1,8
"1997/11","STRUCTURE",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1997/12","ALLUVION",2,6,30,23,120,3000,"Argentina","Other",1,9
"1997/12","BIOLOGICAL",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1997/12","ELECTRICSTORM",2,4,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1997/12","FLOOD",3,1,4,150,6398,12500,"Argentina","Natural - Hydrological",1,7
"1997/12","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1997/12","HAILSTORM",2,115,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1997/12","RAIN",1,6,250,23,1000,3000,"Argentina","Natural - Meteorological",1,8
"1997/12","STORM",4,1,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1997/12","STRONGWIND",2,6,100,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/01","BIOLOGICAL",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1998/01","ELECTRICSTORM",50,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/01","EXPLOSION",4,39,4,70,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1998/01","FIRE",2,3,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1998/01","FLOOD",1,6,4,1060,12000,3000,"Argentina","Natural - Hydrological",1,7
"1998/01","POLLUTION",2,6,4,23,6398,460,"Argentina","Man-made - Pollution",1,4
"1998/01","STORM",1,2,33,145,380,80000,"Argentina","Natural - Meteorological",1,8
"1998/02","FLOOD",2,6,4,200,200,3000,"Argentina","Natural - Hydrological",1,7
"1998/02","FORESTFIRE",2,6,1,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1998/02","LEAK",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1998/02","PLAGUE",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1998/02","POLLUTION",2,5,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1998/02","STRUCTURE",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1998/03","DROUGHT",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1998/03","EPIDEMIC",2,92,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1998/03","FOG",5,16,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/03","PLAGUE",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1998/03","POLLUTION",2,6,4,23,100,3000,"Argentina","Man-made - Pollution",1,4
"1998/03","STORM",1,6,4,23,6398,1e+05,"Argentina","Natural - Meteorological",1,8
"1998/04","ALLUVION",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1998/04","DROUGHT",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1998/04","EXPLOSION",2,1,1,23,6398,3,"Argentina","Man-made - Fire and Explosions",1,3
"1998/04","FLOOD",26,302,181,3403,58853,259250,"Argentina","Natural - Hydrological",1,7
"1998/04","FOG",9,6,4,23,6398,100,"Argentina","Natural - Meteorological",1,8
"1998/04","OTHER",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1998/04","POLLUTION",2,76,4,23,6398,3e+05,"Argentina","Man-made - Pollution",1,4
"1998/04","SNOWSTORM",1,10,4,23,6398,20000,"Argentina","Natural - Meteorological",1,8
"1998/04","STORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/04","STRUCTURE",2,6,7,23,28,3000,"Argentina","Other",1,9
"1998/05","DROUGHT",13,6,4,23,6398,3000,"Argentina","Other",1,9
"1998/05","FLOOD",1,6,4,50,8000,3000,"Argentina","Natural - Hydrological",1,7
"1998/05","OTHER",2,6,4,23,6398,2500,"Argentina","Other",1,9
"1998/05","POLLUTION",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1998/06","EARTHQUAKE",2,6,1,23,6398,3000,"Argentina","Natural - Geological",1,6
"1998/06","EPIDEMIC",2,3000,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1998/06","FIRE",2,6,4,23,6398,2000,"Argentina","Man-made - Fire and Explosions",1,3
"1998/06","FOG",1,12,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/06","FROST",5,1,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/06","LEAK",2,6,4,1,6398,3000,"Argentina","Man-made - Pollution",1,4
"1998/06","POLLUTION",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1998/06","SNOWSTORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/06","STORM",5,6,4,23,6398,21,"Argentina","Natural - Meteorological",1,8
"1998/06","STRUCTURE",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1998/07","ELECTRICSTORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/07","EPIDEMIC",2,46829,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1998/07","FOG",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/07","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1998/07","LEAK",12,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1998/07","POLLUTION",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1998/08","FOG",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/09","DROUGHT",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1998/09","ELECTRICSTORM",2,3,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/09","EXPLOSION",1,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1998/09","FIRE",5,6,1,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1998/09","FROST",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/09","OTHER",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1998/09","PLAGUE",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1998/09","SNOWSTORM",2,4,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/09","STORM",2,2,1070,23,5000,3000,"Argentina","Natural - Meteorological",1,8
"1998/09","STRONGWIND",2,1,4,1,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/10","BIOLOGICAL",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1998/10","EPIDEMIC",34,3379,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1998/10","FIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1998/10","OTHER",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1998/10","POLLUTION",2,20,4,23,42,3000,"Argentina","Man-made - Pollution",1,4
"1998/10","STORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/10","STRONGWIND",2,2,11,220,40,3000,"Argentina","Natural - Meteorological",1,8
"1998/10","STRUCTURE",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1998/11","BIOLOGICAL",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1998/11","DROUGHT",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1998/11","EXPLOSION",5,2,1,5,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1998/11","FLOOD",2,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1998/11","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1998/11","LEAK",2,5,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1998/11","OTHER",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1998/11","PLAGUE",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1998/11","POLLUTION",2,1,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1998/11","RAIN",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/11","STORM",3,2,1,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/11","STRONGWIND",1,5,840,23,3240,1300,"Argentina","Natural - Meteorological",1,8
"1998/11","STRUCTURE",2,6,4,1,6398,3000,"Argentina","Other",1,9
"1998/12","EXPLOSION",9,1,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1998/12","FIRE",2,6,1,1,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1998/12","FLOOD",1,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1998/12","FORESTFIRE",2,6,1,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1998/12","HEATWAVE",2,6,4,23,6398,350000,"Argentina","Natural - Meteorological",1,8
"1998/12","PANIC",2,24,4,23,6398,1000,"Argentina","Social - Conflict and Violence",1,10
"1998/12","POLLUTION",2,7,4,23,200,3000,"Argentina","Man-made - Pollution",1,4
"1998/12","RAIN",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/12","STORM",9,6,21,23,6398,24000,"Argentina","Natural - Meteorological",1,8
"1998/12","STRONGWIND",1,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1998/12","STRUCTURE",2,10,1,1,6398,3000,"Argentina","Other",1,9
"1999/01","BIOLOGICAL",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1999/01","EPIDEMIC",3,8,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1999/01","FIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1999/01","FLOOD",2,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1999/01","FORESTFIRE",2,6,18,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1999/01","HAILSTORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1999/01","PLAGUE",2,10,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1999/01","POLLUTION",2,130,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
"1999/01","STORM",2,6,4,23,6398,5000,"Argentina","Natural - Meteorological",1,8
"1999/02","BIOLOGICAL",2,6,4,23,6398,3000,"Argentina","Biological - Epidemics",1,1
"1999/02","FIRE",2,1,1,23,6398,30,"Argentina","Man-made - Fire and Explosions",1,3
"1999/02","FLOOD",1,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1999/02","FORESTFIRE",2,1,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1999/02","STORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1999/02","STRONGWIND",3,50,4,680,6398,13000,"Argentina","Natural - Meteorological",1,8
"1999/02","STRUCTURE",2,1,4,1,6398,3000,"Argentina","Other",1,9
"1999/03","EXPLOSION",1,3,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1999/03","FIRE",1,4,4,1,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1999/03","FLOOD",1,6,4,40,6398,3000,"Argentina","Natural - Hydrological",1,7
"1999/03","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1999/03","HAILSTORM",2,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1999/03","HEATWAVE",2,73,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1999/03","POLLUTION",2,50,4,23,6398,455,"Argentina","Man-made - Pollution",1,4
"1999/03","STORM",1,6,1,23,6398,5000,"Argentina","Natural - Meteorological",1,8
"1999/03","STRUCTURE",1,6,4,23,6398,3000,"Argentina","Other",1,9
"1999/04","FIRE",2,6,70,23,300,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1999/04","FLOOD",2,6,4,23,6398,920004,"Argentina","Natural - Hydrological",1,7
"1999/04","STORM",2,6,1,23,6398,1000,"Argentina","Natural - Meteorological",1,8
"1999/05","FIRE",2,9,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1999/05","FLOOD",2,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1999/05","RAIN",2,6,4,23,6398,2500,"Argentina","Natural - Meteorological",1,8
"1999/06","DROUGHT",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1999/06","FIRE",7,4,9,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1999/06","FLOOD",2,6,4,23,6398,3000,"Argentina","Natural - Hydrological",1,7
"1999/06","SNOWSTORM",2,6,4,23,6398,1100,"Argentina","Natural - Meteorological",1,8
"1999/06","STORM",2,6,4,23,6398,4000,"Argentina","Natural - Meteorological",1,8
"1999/07","FIRE",2,7,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1999/07","FLOOD",2,6,4,23,6398,500,"Argentina","Natural - Hydrological",1,7
"1999/07","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1999/07","FROST",1,6,4,23,6398,3000,"Argentina","Natural - Meteorological",1,8
"1999/07","POLLUTION",2,10,4,23,6398,13150,"Argentina","Man-made - Pollution",1,4
"1999/07","STORM",2,6,4,300,6398,1500,"Argentina","Natural - Meteorological",1,8
"1999/08","DROUGHT",2,6,4,23,6398,3000,"Argentina","Other",1,9
"1999/08","FIRE",1,7,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1999/08","FORESTFIRE",2,6,4,23,6398,3000,"Argentina","Man-made - Fire and Explosions",1,3
"1999/08","POLLUTION",2,6,4,23,6398,3000,"Argentina","Man-made - Pollution",1,4
