Year - Month,Event, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Directly affected, Indirectly Affected, Relocated, Evacuated
2008/07,STRONG RAIN,71,,,,,,,,,
2008/08,DROWNING,2,36,,,,,,,,
2008/08,FLOOD,77,1,19,1214,,2578,,45076,,
2008/08,LANDSLIDE,1,34,,,,,,,,
2008/08,MEASLE,24,,125,,,,,,,
2008/08,MENINGITIS,38,9,48,,,,,,,
2008/08,STRONG RAIN,88,,,,,,,,,
2008/09,CONSTRUCTION COLLAPSE,1,2,,,,,,,,
2008/09,DROWNING,1,2,,,,,,,,
2008/09,FLOOD,2,4,,,,,,,,
2008/09,MEASLE,31,,170,,,,,,,
2008/09,MENINGITIS,62,10,81,,,,,,,
2008/09,STRONG RAIN,45,,,,,,,,,
2008/10,MEASLE,28,,131,,,,,,,
2008/10,MENINGITIS,65,7,101,,,,,,,
2008/10,STRONG RAIN,6,,,,,,,,,
2008/11,DROUGHT,45,,,,,,,518366,,
2008/11,MEASLE,30,,146,,,,,,,
2008/11,MENINGITIS,94,28,162,,,,,,,
2008/12,MEASLE,52,,239,,,,,,,
2008/12,MENINGITIS,169,68,405,,,,,,,
2008/12,TRAFIC ACCIDENT,1,2,,,,,,,,
2009/00,FLOOD,69,44,162,1,4885,,174996,,,
2009/00,LANDSLIDE,1,10,,,,,,,,
2009/00,RAIN AND STRONG WIND,23,14,114,,,,13211,,,
2009/01,MEASLE,96,,1176,,,,,,,
2009/01,MENINGITIS,190,98,613,,,,,,,
2009/02,MEASLE,183,,4389,,,,,,,
2009/02,MENINGITIS,219,172,1081,,,,,,,
2009/03,DROWNING,1,16,,,,,,,,
2009/03,MEASLE,275,,14274,,,,,,,
2009/03,MENINGITIS,262,155,1244,,,,,,,
2009/03,STRONG RAIN,1,,,,,,,,,
2009/04,LANDSLIDE,1,3,,,,,,,,
2009/04,MEASLE,237,,15888,,,,,,,
2009/04,MENINGITIS,180,74,694,,,,,,,
2009/04,STRONG RAIN,7,,,,,,,,,
2009/05,MEASLE,238,,11855,,,,,,,
2009/05,MENINGITIS,134,39,298,,,,,,,
2009/05,STRONG RAIN,18,,,,,,,,,
2009/06,MEASLE,281,,5404,,,,,,,
2009/06,MENINGITIS,89,21,124,,,,,,,
2009/06,STRONG RAIN,23,,,,,,,,,
2009/07,CONSTRUCTION COLLAPSE,2,3,12,,,,,,,
2009/07,MEASLE,138,,636,,,,,,,
2009/07,MENINGITIS,56,9,80,,,,,,,
2009/07,STRONG RAIN,75,,,,,,,,,
2009/08,MEASLE,75,,231,,,,,,,
2009/08,MENINGITIS,46,5,69,,,,,,,
2009/08,STRONG RAIN,95,,,,,,,,,
2009/09,ANIMAL-CAUSED DAMAGE,2,,,,,,31,,,
2009/09,CONSTRUCTION COLLAPSE,2,2,,,,,,,,
2009/09,FLOOD,225,,2,,10,16,116,,,
2009/09,MEASLE,31,,83,,,,,,,
2009/09,MENINGITIS,46,9,56,,,,,,,
2009/09,RAIN AND STRONG WIND,163,,,,,11,,,,
2009/09,STRONG RAIN,50,,,,,,,,,
2009/09,STRONG WIND,2,,,,,,,,,
2009/10,MEASLE,21,,35,,,,,,,
2009/10,MENINGITIS,58,18,78,,,,,,,
2009/10,STRONG RAIN,10,,,,,,,,,
2009/11,DROUGHT,45,,,,,,,1262918,,
2009/11,MEASLE,16,,21,,,,,,,
2009/11,MENINGITIS,116,37,196,,,,,,,
2009/11,STRONG RAIN,3,,,,,,,,,
2009/12,MEASLE,25,,43,,,,,,,
2009/12,MENINGITIS,132,41,233,,,,,,,
2009/12,TRAFIC ACCIDENT,1,5,,,,,,,,
2010/00,FLOOD,52,31,49,,3227,95,166845,,,
2010/01,FIRE,11,5,7,,,,,1626,,
2010/01,FLOOD,28,30,,,,,,173226,,
2010/01,LANDED CONFLICT,4,1,4,,,,,160,682,
2010/01,MEASLE,55,,108,,,,,,,
